strain,resistance,mecA,no_of_SCCmec,single_gene_prediction,whole_cassette_prediction,wcp_pident,agreement
1280_17912,MSSA,False,0,,,0.0,True
1280_28637,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.7,True
1280_4343,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.93,True
1418269_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.73,True
1280_4417,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.83,True
1280_8561,MSSA,False,0,,,0.0,True
1280_7435,MSSA,False,0,,,0.0,True
1418421_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.42,True
1280_4952,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),89.02,True
1280_18036,MSSA,False,0,,,0.0,True
1280_11682,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),89.0,True
1280_4947,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),89.05,True
1280_11690,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),89.06,True
1280_17708,MSSA,False,0,,,0.0,True
1280_12389,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.84,True
1280_4444,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.94,True
1280_28557,MSSA,False,0,,,0.0,True
1280_12336,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.84,True
1280_27470,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.82,True
1280_4032,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),89.0,True
1280_4042,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.06,True
1280_4507,MRSA,True,1,SCCmec_type_IVd(2B),SCCmec_type_IVd(2B),99.64,True
1280_24280,MSSA,False,0,,,0.0,True
1412715_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.39,True
1280_4539,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),87.78,True
1280_4695,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),86.95,True
1280_12516,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.93,True
1409383_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.6,True
1280_4441,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),89.0,True
1280_21047,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.97,True
1280_3622,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),89.02,True
1280_3968,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),86.79,True
1280_15999,MSSA,False,0,,,0.0,True
1280_28640,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.58,True
1280_4054,MSSA,False,0,,,0.0,True
1421857_3,MRSA,True,Multiple,SCCmec_type_IVg(2B),SCCmec_type_IVc(2B),76.96,False
1280_3875,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),86.95,True
1410762_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),89.06,True
1280_13671,MRSA,True,1,SCCmec_type_IVc(2B),SCCmec_type_IVc(2B),93.84,True
1280_12507,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.79,True
1417215_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),89.0,True
1280_4656,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.82,True
1418306_3,MRSA,True,Multiple,SCCmec_type_IVg(2B),SCCmec_type_IVc(2B),79.92,False
1411560_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.94,True
1409648_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),87.59,True
1280_27474,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),89.06,True
1280_17821,MSSA,False,0,,,0.0,True
1280_3842,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),89.0,True
1280_30788,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.89,True
1280_16566,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.95,True
1410758_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.86,True
1280_21820,MRSA,True,Multiple,SCCmec_type_IV(2B),SCCmec_type_IV(2B),95.61,True
1280_27466,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),89.02,True
1280_4778,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.98,True
1280_27488,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.98,True
1418357_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.98,True
1280_4981,MSSA,False,0,,,0.0,True
1280_6066,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.88,True
46170_248,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.86,True
1409722_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),89.05,True
1280_12290,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.6,True
1280_3813,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.98,True
1280_12502,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.8,True
1280_24800,MRSA,True,Multiple,SCCmec_type_IV(2B),SCCmec_type_II(2A),51.88,False
1418294_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.98,True
1280_3982,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.94,True
46170_247,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.87,True
1280_18507,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.86,True
1280_4374,MSSA,False,0,,,0.0,True
1280_4474,MRSA,True,1,SCCmec_type_IV(2B&5),SCCmec_type_IV(2B&5),70.71,True
1280_4929,MSSA,False,0,,,0.0,True
1280_3623,MRSA,True,1,SCCmec_type_IVc(2B),SCCmec_type_IVc(2B),93.84,True
1409682_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.41,True
1280_16590,MSSA,False,0,,,0.0,True
1418396_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.57,True
1409647_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.72,True
1280_4709,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.94,True
1421884_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.73,True
46170_365,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),87.29,True
1409377_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.46,True
1421873_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.42,True
1280_4363,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),89.0,True
1280_18620,MSSA,False,0,,,0.0,True
1412756_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.74,True
1280_27473,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),89.09,True
1280_27494,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),89.0,True
1280_16415,MSSA,False,0,,,0.0,True
1409380_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.76,True
1409742_3,MRSA,True,Multiple,SCCmec_type_IV(2B),SCCmec_type_II(2A),50.03,False
1280_4393,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.89,True
1280_4379,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.62,True
1280_10439,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),95.36,True
1280_16004,MSSA,False,0,,,0.0,True
1280_4359,MSSA,False,0,,,0.0,True
1280_12479,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.95,True
1280_4686,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.94,True
1280_17981,MRSA,True,1,SCCmec_type_IVc(2B),SCCmec_type_IVc(2B),93.7,True
1409672_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.88,True
1410879_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.4,True
1280_11689,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),89.0,True
1412797_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),87.62,True
1280_26508,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.47,True
1280_4477,MRSA,True,Multiple,SCCmec_type_IVg(2B),SCCmec_type_IVc(2B),79.28,False
1409430_3,MRSA,True,Multiple,SCCmec_type_IVg(2B),SCCmec_type_IVc(2B),78.71,False
1280_26002,MSSA,False,0,,,0.0,True
1280_4000,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),89.0,True
1280_15931,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.48,True
1280_4501,MSSA,False,0,,,0.0,True
1410795_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.98,True
1280_17987,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.43,True
1280_4800,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),91.22,True
46170_566,MSSA,False,0,,,0.0,True
1280_9930,MSSA,False,0,,,0.0,True
1280_3960,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.94,True
1409715_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.69,True
1280_17979,MRSA,True,1,SCCmec_type_IVb(2B),SCCmec_type_IVb(2B),96.61,True
1280_14682,MRSA,True,1,SCCmec_type_IVc(2B),SCCmec_type_IVc(2B),93.79,True
1280_4418,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),89.0,True
1280_11687,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),89.0,True
1280_4446,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.7,True
1280_12585,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.94,True
1417077_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.77,True
1280_12599,MSSA,False,0,,,0.0,True
1280_12517,MSSA,False,0,,,0.0,True
1280_12531,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.82,True
1412802_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.82,True
1280_3895,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),86.95,True
1280_17947,MSSA,False,0,,,0.0,True
1280_3901,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),89.06,True
1280_14675,MSSA,False,0,,,0.0,True
1418427_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.81,True
46170_501,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),89.01,True
1412762_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.59,True
1411511_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),90.0,True
1417122_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),89.04,True
1410869_3,MRSA,True,Multiple,SCCmec_type_IVg(2B),SCCmec_type_IVc(2B),79.64,False
904737_3,MSSA,False,0,,,0.0,True
1280_4833,MSSA,False,0,,,0.0,True
1280_12296,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.88,True
1280_4455,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.95,True
1608877_4,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.63,True
1280_4401,MSSA,False,0,,,0.0,True
1280_4653,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.09,True
1412643_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.81,True
1158683_3,MRSA,True,Multiple,SCCmec_type_IVg(2B),SCCmec_type_IVc(2B),80.12,False
1280_4717,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.88,True
1280_4779,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),89.06,True
1280_26407,MSSA,False,0,,,0.0,True
1280_4774,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.6,True
1409711_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),91.07,True
1280_18578,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.99,True
1280_4771,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.88,True
1280_12234,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),89.02,True
1280_10045,MSSA,False,0,,,0.0,True
1608909_4,MSSA,False,0,,,0.0,True
1280_27468,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),89.06,True
1280_2217,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.4,True
1280_4467,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.94,True
1280_4531,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.7,True
46170_340,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),89.0,True
1412810_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.74,True
1417043_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.89,True
1418317_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),89.05,True
1421864_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.66,True
1280_30827,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.96,True
46170_339,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.88,True
1410788_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.77,True
46170_162,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),89.05,True
1280_4420,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.95,True
1280_3948,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.94,True
1280_8541,MSSA,False,0,,,0.0,True
1417146_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),89.04,True
1280_15930,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.37,True
1280_3881,MSSA,False,0,,,0.0,True
1280_3919,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.73,True
1280_4445,MSSA,False,0,,,0.0,True
1409556_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.88,True
1280_23708,MSSA,False,0,,,0.0,True
1409484_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.48,True
1417173_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.59,True
1280_4532,MRSA,True,Multiple,SCCmec_type_IVg(2B),SCCmec_type_IVc(2B),79.28,False
1280_13715,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.72,True
1280_12540,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.71,True
1411509_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.65,True
1280_4024,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),89.0,True
1280_4954,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.99,True
1280_4495,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.81,True
1280_4512,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.61,True
1280_9832,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),86.46,True
46170_148,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.79,True
1280_4479,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.84,True
1409613_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.99,True
1280_16135,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.93,True
1280_4677,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),87.92,True
1280_3619,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.09,True
1409714_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),89.06,True
1411570_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),89.03,True
1280_21014,MSSA,False,0,,,0.0,True
1412672_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.48,True
1280_25988,MSSA,False,0,,,0.0,True
1280_3814,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.82,True
1409361_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.18,True
1280_4520,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),86.95,True
1280_16287,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.85,True
46170_355,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),89.03,True
1387327_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),89.05,True
1280_13675,MRSA,True,1,SCCmec_type_IVb(2B),SCCmec_type_IVb(2B),96.56,True
1280_30823,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.88,True
451516_9,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),89.06,True
1280_3951,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),89.0,True
1280_4434,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.82,True
1158508_3,MRSA,True,1,SCCmec_type_IVd(2B),SCCmec_type_IVd(2B),98.41,True
1280_21046,MRSA,True,1,SCCmec_type_IVb(2B),SCCmec_type_IVb(2B),99.85,True
1280_3950,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),86.82,True
1418364_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.94,True
1280_4689,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.71,True
1412690_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),89.06,True
1280_3884,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),86.93,True
1280_12239,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),89.05,True
1280_3835,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.69,True
1280_4698,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.62,True
46170_564,MSSA,False,0,,,0.0,True
1280_27465,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.99,True
1412633_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.88,True
1280_23551,MSSA,False,0,,,0.0,True
1280_4468,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),89.06,True
1280_12478,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.89,True
1412713_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.62,True
1409462_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.77,True
1280_4920,MSSA,False,0,,,0.0,True
1280_21013,MSSA,False,0,,,0.0,True
1280_4668,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),86.95,True
1280_4460,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.81,True
1280_4362,MSSA,False,0,,,0.0,True
1280_4760,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),86.9,True
1280_4396,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),89.0,True
1409532_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),87.45,True
1280_21629,MSSA,False,0,,,0.0,True
1409419_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.58,True
1280_5204,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),89.05,True
1280_3853,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.94,True
1280_17774,MSSA,False,0,,,0.0,True
1418390_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.6,True
1280_4449,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.93,True
1418391_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.48,True
1280_17984,MRSA,True,1,SCCmec_type_IVc(2B),SCCmec_type_IVc(2B),93.73,True
1280_14681,MRSA,True,1,SCCmec_type_IVc(2B),SCCmec_type_IVc(2B),93.79,True
1280_4448,MSSA,False,0,,,0.0,True
1409393_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.93,True
1280_4057,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),86.88,True
1280_12564,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),89.06,True
1280_6131,MRSA,True,Multiple,SCCmec_type_IVg(2B),SCCmec_type_IVc(2B),80.19,False
1410900_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.88,True
1280_4405,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),89.0,True
1280_4050,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.93,True
1280_3953,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.94,True
1280_11666,MSSA,False,0,,,0.0,True
1280_4398,MSSA,False,0,,,0.0,True
1280_4759,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),86.91,True
1280_4019,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),89.0,True
1280_29070,MSSA,False,0,,,0.0,True
1412692_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.28,True
1280_18577,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),89.05,True
1421833_3,MRSA,True,1,SCCmec_type_IVd(2B),SCCmec_type_IVd(2B),93.45,True
1280_3955,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),86.95,True
1280_4675,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.88,True
1409654_3,MRSA,True,Multiple,SCCmec_type_IV(2B),SCCmec_type_II(2A),50.07,False
1280_3897,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),89.0,True
1280_17691,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),89.09,True
1409542_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.66,True
1280_21785,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.86,True
1280_10409,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),95.36,True
1280_3896,MSSA,False,0,,,0.0,True
1410745_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.63,True
1409408_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.68,True
1280_21626,MSSA,False,0,,,0.0,True
1280_28602,MSSA,False,0,,,0.0,True
1280_4798,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),87.83,True
1280_27616,MRSA,True,Multiple,SCCmec_type_IVg(2B),SCCmec_type_IVc(2B),79.17,False
1411555_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.63,True
1409381_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.8,True
1280_3928,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),86.82,True
1280_9967,MSSA,False,0,,,0.0,True
1280_4062,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),87.95,True
1280_3760,MSSA,False,0,,,0.0,True
1409446_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),89.05,True
1409669_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.99,True
1280_4513,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),89.0,True
1280_12551,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.65,True
1409384_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.85,True
1280_4741,MSSA,False,0,,,0.0,True
1410002_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),83.21,True
1409440_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.69,True
1417196_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.73,True
1280_27619,MRSA,True,Multiple,SCCmec_type_IVg(2B),SCCmec_type_IVc(2B),79.17,False
1280_16916,MRSA,True,Multiple,SCCmec_type_VI(4B),SCCmec_type_VIII(4A),72.58,False
1280_16003,MSSA,False,0,,,0.0,True
1418376_3,MRSA,True,Multiple,SCCmec_type_IVg(2B),SCCmec_type_IVc(2B),78.11,False
1418279_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.87,True
1417056_3,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.91,True
1280_4469,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),88.84,True
46170_164,MRSA,True,1,SCCmec_type_IVc(2B),SCCmec_type_IVc(2B),93.84,True
1280_4533,MRSA,True,1,SCCmec_type_IVa(2B),SCCmec_type_IVa(2B),87.69,True
